layer,benchmark,model,score,error,neurons
encoder.h.16,Pereira2018-encoding,gpt2-medium,0.852995601,0.116993381,1024.0
encoder.h.17,Pereira2018-encoding,gpt2-medium,0.900399713,0.136787268,1024.0
encoder.h.18,Pereira2018-encoding,gpt2-medium,0.919164955,0.077102273,1024.0
encoder.h.19,Pereira2018-encoding,gpt2-medium,0.930569642,0.078470294,1024.0
encoder.h.20,Pereira2018-encoding,gpt2-medium,0.935692366,0.091081062,1024.0
encoder.h.21,Pereira2018-encoding,gpt2-medium,0.971189673,0.100448027,1024.0
encoder.h.22,Pereira2018-encoding,gpt2-medium,0.98645822,0.101664069,1024.0
encoder.h.23,Pereira2018-encoding,gpt2-medium,0.967018355,0.125925186,1024.0
drop,Pereira2018-encoding,gpt2-medium-untrained,-0.031389687,0.097754931,1024.0
encoder.h.0,Pereira2018-encoding,gpt2-medium-untrained,0.522141428,0.069471692,1024.0
encoder.h.1,Pereira2018-encoding,gpt2-medium-untrained,0.534105366,0.082568922,1024.0
encoder.h.2,Pereira2018-encoding,gpt2-medium-untrained,0.534039575,0.096363472,1024.0
encoder.h.3,Pereira2018-encoding,gpt2-medium-untrained,0.537799412,0.092531231,1024.0
encoder.h.4,Pereira2018-encoding,gpt2-medium-untrained,0.533175597,0.104040089,1024.0
encoder.h.5,Pereira2018-encoding,gpt2-medium-untrained,0.543142739,0.117251406,1024.0
encoder.h.6,Pereira2018-encoding,gpt2-medium-untrained,0.570410034,0.111070072,1024.0
encoder.h.7,Pereira2018-encoding,gpt2-medium-untrained,0.54942261,0.074474874,1024.0
encoder.h.8,Pereira2018-encoding,gpt2-medium-untrained,0.556463129,0.076386681,1024.0
encoder.h.9,Pereira2018-encoding,gpt2-medium-untrained,0.581257663,0.091141418,1024.0
encoder.h.10,Pereira2018-encoding,gpt2-medium-untrained,0.578722794,0.085808652,1024.0
encoder.h.11,Pereira2018-encoding,gpt2-medium-untrained,0.554430972,0.104643666,1024.0
encoder.h.12,Pereira2018-encoding,gpt2-medium-untrained,0.555922277,0.085984187,1024.0
encoder.h.13,Pereira2018-encoding,gpt2-medium-untrained,0.573816917,0.075079435,1024.0
encoder.h.14,Pereira2018-encoding,gpt2-medium-untrained,0.578022362,0.091693773,1024.0
encoder.h.15,Pereira2018-encoding,gpt2-medium-untrained,0.583528446,0.081492027,1024.0
encoder.h.16,Pereira2018-encoding,gpt2-medium-untrained,0.57599388,0.097714604,1024.0
encoder.h.17,Pereira2018-encoding,gpt2-medium-untrained,0.575674058,0.096564762,1024.0
encoder.h.18,Pereira2018-encoding,gpt2-medium-untrained,0.575409631,0.084298766,1024.0
encoder.h.19,Pereira2018-encoding,gpt2-medium-untrained,0.59035373,0.071866635,1024.0
encoder.h.20,Pereira2018-encoding,gpt2-medium-untrained,0.582212741,0.082200633,1024.0
encoder.h.21,Pereira2018-encoding,gpt2-medium-untrained,0.570069143,0.08939749,1024.0
encoder.h.22,Pereira2018-encoding,gpt2-medium-untrained,0.579337115,0.087368385,1024.0
encoder.h.23,Pereira2018-encoding,gpt2-medium-untrained,0.561334849,0.076855518,1024.0
drop,Pereira2018-encoding,gpt2-large,-0.00626158,0.033447107,1280.0
encoder.h.0,Pereira2018-encoding,gpt2-large,0.755978066,0.073119481,1280.0
encoder.h.1,Pereira2018-encoding,gpt2-large,0.833139101,0.074399798,1280.0
encoder.h.2,Pereira2018-encoding,gpt2-large,0.842601503,0.051738979,1280.0
encoder.h.3,Pereira2018-encoding,gpt2-large,0.835343875,0.028400724,1280.0
encoder.h.4,Pereira2018-encoding,gpt2-large,0.804495338,0.062006353,1280.0
encoder.h.5,Pereira2018-encoding,gpt2-large,0.752192621,0.05869154,1280.0
encoder.h.6,Pereira2018-encoding,gpt2-large,0.784324958,0.098497801,1280.0
encoder.h.7,Pereira2018-encoding,gpt2-large,0.803947045,0.069300677,1280.0
encoder.h.8,Pereira2018-encoding,gpt2-large,0.764119008,0.071390945,1280.0
encoder.h.9,Pereira2018-encoding,gpt2-large,0.752655542,0.153286979,1280.0
encoder.h.10,Pereira2018-encoding,gpt2-large,0.732259549,0.121407916,1280.0
encoder.h.11,Pereira2018-encoding,gpt2-large,0.672265242,0.038927787,1280.0
encoder.h.12,Pereira2018-encoding,gpt2-large,0.703903338,0.117636346,1280.0
encoder.h.13,Pereira2018-encoding,gpt2-large,0.699395307,0.150496915,1280.0
encoder.h.14,Pereira2018-encoding,gpt2-large,0.674780172,0.125406125,1280.0
encoder.h.15,Pereira2018-encoding,gpt2-large,0.656272854,0.133540769,1280.0
encoder.h.16,Pereira2018-encoding,gpt2-large,0.708217381,0.154196757,1280.0
encoder.h.17,Pereira2018-encoding,gpt2-large,0.792848598,0.097384138,1280.0
encoder.h.18,Pereira2018-encoding,gpt2-large,0.774761478,0.082273541,1280.0
encoder.h.19,Pereira2018-encoding,gpt2-large,0.861485626,0.103724377,1280.0
encoder.h.20,Pereira2018-encoding,gpt2-large,0.873722943,0.058666593,1280.0
encoder.h.21,Pereira2018-encoding,gpt2-large,0.880638616,0.069041634,1280.0
encoder.h.22,Pereira2018-encoding,gpt2-large,0.921927142,0.118947132,1280.0
encoder.h.23,Pereira2018-encoding,gpt2-large,0.932742023,0.140035966,1280.0
encoder.h.24,Pereira2018-encoding,gpt2-large,0.924262409,0.10989746,1280.0
encoder.h.25,Pereira2018-encoding,gpt2-large,0.929986107,0.134417746,1280.0
encoder.h.26,Pereira2018-encoding,gpt2-large,0.956024691,0.142481791,1280.0
encoder.h.27,Pereira2018-encoding,gpt2-large,0.92845121,0.107032346,1280.0
encoder.h.28,Pereira2018-encoding,gpt2-large,0.949897035,0.132271185,1280.0
encoder.h.29,Pereira2018-encoding,gpt2-large,0.951819368,0.138163395,1280.0
encoder.h.30,Pereira2018-encoding,gpt2-large,0.966759653,0.120231689,1280.0
encoder.h.31,Pereira2018-encoding,gpt2-large,0.982547122,0.181630735,1280.0
encoder.h.32,Pereira2018-encoding,gpt2-large,0.979239291,0.195929709,1280.0
encoder.h.33,Pereira2018-encoding,gpt2-large,1.006072455,0.178753041,1280.0
encoder.h.34,Pereira2018-encoding,gpt2-large,1.005478232,0.168870266,1280.0
encoder.h.35,Pereira2018-encoding,gpt2-large,0.994810875,0.164980485,1280.0
drop,Pereira2018-encoding,gpt2-large-untrained,0.043804489,0.038158234,1280.0
encoder.h.0,Pereira2018-encoding,gpt2-large-untrained,0.58192292,0.013112878,1280.0
encoder.h.1,Pereira2018-encoding,gpt2-large-untrained,0.576457711,0.04306114,1280.0
encoder.h.2,Pereira2018-encoding,gpt2-large-untrained,0.650474417,0.036002728,1280.0
encoder.h.3,Pereira2018-encoding,gpt2-large-untrained,0.647765651,0.050328039,1280.0
encoder.h.4,Pereira2018-encoding,gpt2-large-untrained,0.655923807,0.041697157,1280.0
encoder.h.5,Pereira2018-encoding,gpt2-large-untrained,0.67618951,0.08715777,1280.0
encoder.h.6,Pereira2018-encoding,gpt2-large-untrained,0.671295974,0.08428361,1280.0
encoder.h.7,Pereira2018-encoding,gpt2-large-untrained,0.658656671,0.063698456,1280.0
encoder.h.8,Pereira2018-encoding,gpt2-large-untrained,0.677121564,0.087181696,1280.0
encoder.h.9,Pereira2018-encoding,gpt2-large-untrained,0.667467497,0.074819348,1280.0
encoder.h.10,Pereira2018-encoding,gpt2-large-untrained,0.657917092,0.051395409,1280.0
encoder.h.11,Pereira2018-encoding,gpt2-large-untrained,0.670961635,0.086532016,1280.0
encoder.h.12,Pereira2018-encoding,gpt2-large-untrained,0.642269297,0.135857264,1280.0
encoder.h.13,Pereira2018-encoding,gpt2-large-untrained,0.635115826,0.132506621,1280.0
encoder.h.14,Pereira2018-encoding,gpt2-large-untrained,0.673202026,0.056753634,1280.0
encoder.h.15,Pereira2018-encoding,gpt2-large-untrained,0.671646358,0.08900787,1280.0
encoder.h.16,Pereira2018-encoding,gpt2-large-untrained,0.653054443,0.125405278,1280.0
encoder.h.17,Pereira2018-encoding,gpt2-large-untrained,0.63724705,0.141744911,1280.0
encoder.h.18,Pereira2018-encoding,gpt2-large-untrained,0.626871542,0.06038959,1280.0
encoder.h.19,Pereira2018-encoding,gpt2-large-untrained,0.644370665,0.097272794,1280.0
encoder.h.20,Pereira2018-encoding,gpt2-large-untrained,0.704310723,0.133063436,1280.0
encoder.h.21,Pereira2018-encoding,gpt2-large-untrained,0.605962452,0.103909633,1280.0
encoder.h.22,Pereira2018-encoding,gpt2-large-untrained,0.612896098,0.091337275,1280.0
encoder.h.23,Pereira2018-encoding,gpt2-large-untrained,0.615114456,0.096324713,1280.0
encoder.h.24,Pereira2018-encoding,gpt2-large-untrained,0.624983507,0.108109896,1280.0
encoder.h.25,Pereira2018-encoding,gpt2-large-untrained,0.643613135,0.091608997,1280.0
encoder.h.26,Pereira2018-encoding,gpt2-large-untrained,0.655741684,0.104743321,1280.0
encoder.h.27,Pereira2018-encoding,gpt2-large-untrained,0.649704274,0.088338214,1280.0
encoder.h.28,Pereira2018-encoding,gpt2-large-untrained,0.64744199,0.082549095,1280.0
encoder.h.29,Pereira2018-encoding,gpt2-large-untrained,0.639426766,0.076685401,1280.0
encoder.h.30,Pereira2018-encoding,gpt2-large-untrained,0.627660479,0.085089996,1280.0
encoder.h.31,Pereira2018-encoding,gpt2-large-untrained,0.621051685,0.088647828,1280.0
encoder.h.32,Pereira2018-encoding,gpt2-large-untrained,0.637011617,0.098720694,1280.0
encoder.h.33,Pereira2018-encoding,gpt2-large-untrained,0.634975892,0.120407917,1280.0
encoder.h.34,Pereira2018-encoding,gpt2-large-untrained,0.633813764,0.113665483,1280.0
encoder.h.35,Pereira2018-encoding,gpt2-large-untrained,0.6488957,0.098658591,1280.0
drop,Pereira2018-encoding,gpt2-xl,-0.000697069,0.060187858,1600.0
encoder.h.0,Pereira2018-encoding,gpt2-xl,0.793258958,0.097321229,1600.0
encoder.h.1,Pereira2018-encoding,gpt2-xl,0.834922069,0.099289373,1600.0
encoder.h.2,Pereira2018-encoding,gpt2-xl,0.848515934,0.072201003,1600.0
encoder.h.3,Pereira2018-encoding,gpt2-xl,0.8405436,0.051635612,1600.0
encoder.h.4,Pereira2018-encoding,gpt2-xl,0.80602088,0.075737658,1600.0
encoder.h.5,Pereira2018-encoding,gpt2-xl,0.799323875,0.073516393,1600.0
encoder.h.6,Pereira2018-encoding,gpt2-xl,0.785357391,0.089572651,1600.0
encoder.h.7,Pereira2018-encoding,gpt2-xl,0.78631878,0.082102945,1600.0
encoder.h.8,Pereira2018-encoding,gpt2-xl,0.813634067,0.026159198,1600.0
encoder.h.9,Pereira2018-encoding,gpt2-xl,0.780442819,0.078369393,1600.0
encoder.h.10,Pereira2018-encoding,gpt2-xl,0.793198361,0.107760418,1600.0
encoder.h.11,Pereira2018-encoding,gpt2-xl,0.783096617,0.082021358,1600.0
encoder.h.12,Pereira2018-encoding,gpt2-xl,0.736900488,0.12471298,1600.0
encoder.h.13,Pereira2018-encoding,gpt2-xl,0.774732483,0.146400635,1600.0
encoder.h.14,Pereira2018-encoding,gpt2-xl,0.735882136,0.186652289,1600.0
encoder.h.15,Pereira2018-encoding,gpt2-xl,0.717081184,0.188931578,1600.0
encoder.h.16,Pereira2018-encoding,gpt2-xl,0.720847627,0.19755082,1600.0
encoder.h.17,Pereira2018-encoding,gpt2-xl,0.764959317,0.162737907,1600.0
encoder.h.18,Pereira2018-encoding,gpt2-xl,0.718626542,0.150522698,1600.0
encoder.h.19,Pereira2018-encoding,gpt2-xl,0.743637158,0.146360922,1600.0
encoder.h.20,Pereira2018-encoding,gpt2-xl,0.748013213,0.125138875,1600.0
encoder.h.21,Pereira2018-encoding,gpt2-xl,0.737198611,0.142801007,1600.0
encoder.h.22,Pereira2018-encoding,gpt2-xl,0.774873922,0.153932235,1600.0
encoder.h.23,Pereira2018-encoding,gpt2-xl,0.787430131,0.132608242,1600.0
encoder.h.24,Pereira2018-encoding,gpt2-xl,0.815805461,0.084931393,1600.0
encoder.h.25,Pereira2018-encoding,gpt2-xl,0.838891076,0.099699428,1600.0
encoder.h.26,Pereira2018-encoding,gpt2-xl,0.870950466,0.144128278,1600.0
encoder.h.27,Pereira2018-encoding,gpt2-xl,0.878619384,0.157707283,1600.0
encoder.h.28,Pereira2018-encoding,gpt2-xl,0.895392904,0.147347447,1600.0
encoder.h.29,Pereira2018-encoding,gpt2-xl,0.988747158,0.187050641,1600.0
encoder.h.30,Pereira2018-encoding,gpt2-xl,1.00426679,0.132227583,1600.0
encoder.h.31,Pereira2018-encoding,gpt2-xl,1.012358732,0.156486216,1600.0
encoder.h.32,Pereira2018-encoding,gpt2-xl,1.001449684,0.183996938,1600.0
encoder.h.33,Pereira2018-encoding,gpt2-xl,0.999191316,0.162624893,1600.0
encoder.h.34,Pereira2018-encoding,gpt2-xl,1.009579245,0.137127133,1600.0
encoder.h.35,Pereira2018-encoding,gpt2-xl,1.011360998,0.158486344,1600.0
encoder.h.36,Pereira2018-encoding,gpt2-xl,1.030341646,0.157063252,1600.0
encoder.h.37,Pereira2018-encoding,gpt2-xl,1.0178893,0.149291067,1600.0
encoder.h.38,Pereira2018-encoding,gpt2-xl,1.021027449,0.169151835,1600.0
encoder.h.39,Pereira2018-encoding,gpt2-xl,1.02351165,0.130367111,1600.0
encoder.h.40,Pereira2018-encoding,gpt2-xl,1.032460859,0.134216462,1600.0
encoder.h.41,Pereira2018-encoding,gpt2-xl,1.032874377,0.113319585,1600.0
encoder.h.42,Pereira2018-encoding,gpt2-xl,1.038888411,0.097299671,1600.0
encoder.h.43,Pereira2018-encoding,gpt2-xl,1.044402629,0.101820505,1600.0
encoder.h.44,Pereira2018-encoding,gpt2-xl,1.027648538,0.107879093,1600.0
encoder.h.45,Pereira2018-encoding,gpt2-xl,1.025093072,0.120817367,1600.0
encoder.h.46,Pereira2018-encoding,gpt2-xl,1.021501391,0.122254282,1600.0
encoder.h.47,Pereira2018-encoding,gpt2-xl,1.031363801,0.117623333,1600.0
drop,Pereira2018-encoding,gpt2-xl-untrained,-0.008057776,0.022299921,1600.0
encoder.h.0,Pereira2018-encoding,gpt2-xl-untrained,0.62000426,0.049092732,1600.0
encoder.h.1,Pereira2018-encoding,gpt2-xl-untrained,0.70971827,0.095737063,1600.0
encoder.h.2,Pereira2018-encoding,gpt2-xl-untrained,0.681000835,0.02907772,1600.0
encoder.h.3,Pereira2018-encoding,gpt2-xl-untrained,0.743722819,0.088032478,1600.0
encoder.h.4,Pereira2018-encoding,gpt2-xl-untrained,0.736005854,0.086990308,1600.0
encoder.h.5,Pereira2018-encoding,gpt2-xl-untrained,0.729715978,0.083616654,1600.0
encoder.h.6,Pereira2018-encoding,gpt2-xl-untrained,0.707543222,0.07829246,1600.0
encoder.h.7,Pereira2018-encoding,gpt2-xl-untrained,0.744818634,0.07701276,1600.0
encoder.h.8,Pereira2018-encoding,gpt2-xl-untrained,0.692519654,0.088176982,1600.0
encoder.h.9,Pereira2018-encoding,gpt2-xl-untrained,0.699288456,0.039002469,1600.0
encoder.h.10,Pereira2018-encoding,gpt2-xl-untrained,0.715928613,0.054748605,1600.0
encoder.h.11,Pereira2018-encoding,gpt2-xl-untrained,0.662689536,0.067697013,1600.0
encoder.h.12,Pereira2018-encoding,gpt2-xl-untrained,0.689780691,0.114151466,1600.0
encoder.h.13,Pereira2018-encoding,gpt2-xl-untrained,0.694405285,0.12356499,1600.0
encoder.h.14,Pereira2018-encoding,gpt2-xl-untrained,0.716749201,0.075033924,1600.0
encoder.h.15,Pereira2018-encoding,gpt2-xl-untrained,0.731627142,0.090084022,1600.0
encoder.h.16,Pereira2018-encoding,gpt2-xl-untrained,0.729884358,0.09105716,1600.0
encoder.h.17,Pereira2018-encoding,gpt2-xl-untrained,0.730569331,0.101454387,1600.0
encoder.h.18,Pereira2018-encoding,gpt2-xl-untrained,0.726910285,0.106983517,1600.0
encoder.h.19,Pereira2018-encoding,gpt2-xl-untrained,0.726802505,0.095169687,1600.0
encoder.h.20,Pereira2018-encoding,gpt2-xl-untrained,0.739671864,0.056506035,1600.0
encoder.h.21,Pereira2018-encoding,gpt2-xl-untrained,0.722699495,0.095074973,1600.0
encoder.h.22,Pereira2018-encoding,gpt2-xl-untrained,0.733520851,0.088558708,1600.0
encoder.h.23,Pereira2018-encoding,gpt2-xl-untrained,0.726728187,0.090486231,1600.0
encoder.h.24,Pereira2018-encoding,gpt2-xl-untrained,0.725142453,0.085452807,1600.0
encoder.h.25,Pereira2018-encoding,gpt2-xl-untrained,0.71752539,0.105644879,1600.0
encoder.h.26,Pereira2018-encoding,gpt2-xl-untrained,0.725484328,0.116825345,1600.0
encoder.h.27,Pereira2018-encoding,gpt2-xl-untrained,0.72949445,0.113991808,1600.0
encoder.h.28,Pereira2018-encoding,gpt2-xl-untrained,0.728505772,0.126345762,1600.0
encoder.h.29,Pereira2018-encoding,gpt2-xl-untrained,0.72043922,0.133210183,1600.0
encoder.h.30,Pereira2018-encoding,gpt2-xl-untrained,0.725166882,0.119707655,1600.0
encoder.h.31,Pereira2018-encoding,gpt2-xl-untrained,0.722226154,0.104310588,1600.0
encoder.h.32,Pereira2018-encoding,gpt2-xl-untrained,0.726398141,0.102021363,1600.0
encoder.h.33,Pereira2018-encoding,gpt2-xl-untrained,0.725259463,0.078467903,1600.0
encoder.h.34,Pereira2018-encoding,gpt2-xl-untrained,0.734012258,0.101715274,1600.0
encoder.h.35,Pereira2018-encoding,gpt2-xl-untrained,0.744290158,0.082234456,1600.0
encoder.h.36,Pereira2018-encoding,gpt2-xl-untrained,0.748458131,0.0594187,1600.0
encoder.h.37,Pereira2018-encoding,gpt2-xl-untrained,0.74212246,0.057119719,1600.0
encoder.h.38,Pereira2018-encoding,gpt2-xl-untrained,0.749574255,0.048124206,1600.0
encoder.h.39,Pereira2018-encoding,gpt2-xl-untrained,0.748342387,0.046721072,1600.0
encoder.h.40,Pereira2018-encoding,gpt2-xl-untrained,0.751782432,0.046347763,1600.0
encoder.h.41,Pereira2018-encoding,gpt2-xl-untrained,0.757604375,0.065796794,1600.0
encoder.h.42,Pereira2018-encoding,gpt2-xl-untrained,0.756307267,0.074354927,1600.0
encoder.h.43,Pereira2018-encoding,gpt2-xl-untrained,0.766931764,0.069339871,1600.0
encoder.h.44,Pereira2018-encoding,gpt2-xl-untrained,0.757914039,0.093510012,1600.0
encoder.h.45,Pereira2018-encoding,gpt2-xl-untrained,0.75902659,0.09429046,1600.0
encoder.h.46,Pereira2018-encoding,gpt2-xl-untrained,0.750796225,0.086392836,1600.0
encoder.h.47,Pereira2018-encoding,gpt2-xl-untrained,0.758967085,0.093164661,1600.0
projection,Fedorenko2016v3-encoding,glove,0.022432161,0.009289471,300.0
projection,Fedorenko2016v3-encoding,glove-untrained,0.03950971,0.158328997,300.0
projection,Fedorenko2016v3-encoding,ETM,0.012323698,0.103759251,200.0
projection,Fedorenko2016v3-encoding,ETM-untrained,0.020651461,0.080935559,200.0
projection,Fedorenko2016v3-encoding,word2vec,-0.016189965,0.165680844,300.0
projection,Fedorenko2016v3-encoding,word2vec-untrained,0.065251177,0.050331594,300.0
lstm/lstm_0/control_dependency,Fedorenko2016v3-encoding,lm_1b,-0.018091137,0.020520935,1024.0
lstm/lstm_1/control_dependency,Fedorenko2016v3-encoding,lm_1b,0.047134653,0.030416491,1024.0
lstm/lstm_0/control_dependency,Fedorenko2016v3-encoding,lm_1b-untrained,0.010226401,0.053054888,1024.0
lstm/lstm_1/control_dependency,Fedorenko2016v3-encoding,lm_1b-untrained,0.022323796,0.083800794,1024.0
encoder,Fedorenko2016v3-encoding,skip-thoughts,0.692310016,0.202578577,2400.0
encoder,Fedorenko2016v3-encoding,skip-thoughts-untrained,0.612699002,0.357173431,2400.0
embeddings,Fedorenko2016v3-encoding,distilbert-base-uncased,0.01424506,0.115999256,768.0
transformer.layer.0,Fedorenko2016v3-encoding,distilbert-base-uncased,-0.012406309,0.072468532,768.0
transformer.layer.1,Fedorenko2016v3-encoding,distilbert-base-uncased,9.17e-05,0.025420358,768.0
transformer.layer.2,Fedorenko2016v3-encoding,distilbert-base-uncased,-0.003324376,0.034967222,768.0
transformer.layer.3,Fedorenko2016v3-encoding,distilbert-base-uncased,-0.073154469,0.07016157,768.0
transformer.layer.4,Fedorenko2016v3-encoding,distilbert-base-uncased,0.025692821,0.03637985,768.0
transformer.layer.5,Fedorenko2016v3-encoding,distilbert-base-uncased,-0.02914526,0.058618364,768.0
embeddings,Fedorenko2016v3-encoding,distilbert-base-uncased-untrained,0.01593362,0.201937338,768.0
transformer.layer.0,Fedorenko2016v3-encoding,distilbert-base-uncased-untrained,0.012015977,0.062616891,768.0
transformer.layer.1,Fedorenko2016v3-encoding,distilbert-base-uncased-untrained,0.024674966,0.056792306,768.0
transformer.layer.2,Fedorenko2016v3-encoding,distilbert-base-uncased-untrained,0.038570661,0.023256773,768.0
transformer.layer.3,Fedorenko2016v3-encoding,distilbert-base-uncased-untrained,-0.013004507,0.079866071,768.0
transformer.layer.4,Fedorenko2016v3-encoding,distilbert-base-uncased-untrained,0.059066918,0.063264757,768.0
